gid	n_mu	mid	sids	n_mu_p	fam	fam_size	fam_idx	fam_idx_size	tf	gid_W22	map_type	ttype	impact	eff
Zm00001d047203	1	mu1033897	UFMu-03296	1	NA	NA	NA	NA	FALSE	Zm00004b033409	One-to-One	mRNA	moderate	missense_variant
Zm00001d047204	2	mu1033079|mu1093690	UFMu-02834|UFMu-13544	2	NA	NA	NA	NA	FALSE	Zm00004b033410	One-to-One	mRNA	moderate	missense_variant
Zm00001d047207	1	mu1008476	UFMu-00214	1	NA	NA	NA	NA	FALSE	Zm00004b033411	One-to-One	mRNA	moderate	missense_variant
Zm00001d047209	2	mu1000641|mu1049883	UFMu-00452,UFMu-05555|UFMu-06244	2	CAMTA	8	8	8/8	TRUE	Zm00004b033414	One-to-One	mRNA	high	splice_donor_variant
Zm00001d047214	2	mu1078847|mu1093692	UFMu-09268|UFMu-12042	2	NA	NA	NA	NA	FALSE	Zm00004b033418	One-to-One	mRNA	no_change	NA
Zm00001d047216	6	mu1016554|mu1031498|mu1040175|mu1050355|mu1082001|mu1095547	UFMu-02274|UFMu-02834|UFMu-04133|UFMu-06493|UFMu-09851|UFMu-12274	>=3	bHLH	190	168	168/190	TRUE	Zm00004b033420	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d047218	4	mu1022910|mu1058092|mu1058093|mu1080147	UFMu-02125|UFMu-07586|UFMu-07586|UFMu-09139,UFMu-10378	>=3	NA	NA	NA	NA	FALSE	Zm00004b033423	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d047220	1	mu1040176	UFMu-03276,UFMu-08042	1	NA	NA	NA	NA	FALSE	Zm00004b033424	One-to-One	mRNA	low	synonymous_variant
Zm00001d047228	1	mu1042148	UFMu-04885	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d047241	4	mu1017606|mu1054669|mu1054670|mu1075688	UFMu-00851|UFMu-07022|UFMu-06980|UFMu-05390,UFMu-10913	>=3	NA	NA	NA	NA	FALSE	Zm00004b033439	One-to-One	mRNA	no_change	NA
Zm00001d047242	4	mu1009143|mu1026753|mu1068770|mu1078849	UFMu-00252|UFMu-07752|UFMu-08472|UFMu-09139	>=3	NA	NA	NA	NA	FALSE	Zm00004b033440	One-to-One	mRNA	no_change	NA
Zm00001d047245	4	mu1054671|mu1079236|mu1093697|mu1095548	UFMu-06542,UFMu-07905|UFMu-09146|UFMu-11361|UFMu-11193	>=3	NA	NA	NA	NA	FALSE	Zm00004b033442,Zm00004b033443	Many-to-One	mRNA	low	synonymous_variant
Zm00001d047247	1	mu1078850	UFMu-09278	1	NA	NA	NA	NA	FALSE	Zm00004b033444	One-to-One	mRNA	moderate	missense_variant
Zm00001d047253	2	mu1054672|mu1095549	UFMu-06717|UFMu-13853	2	NA	NA	NA	NA	FALSE	Zm00004b033453	One-to-One	mRNA	moderate	missense_variant
Zm00001d047255	4	mu1025022|mu1040180|mu1040180|mu1093698	UFMu-04869|UFMu-02687|UFMu-05325,UFMu-13593|UFMu-12171	>=3	NA	NA	NA	NA	FALSE	Zm00004b033455	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d047256	7	mu1008086|mu1009048|mu1009048|mu1026327|mu1080150|mu1087370|mu1093699	UFMu-00143|UFMu-00381,UFMu-02883,UFMu-05351,UFMu-06118|UFMu-11009|UFMu-13269|UFMu-08873|UFMu-10752|UFMu-13993	>=3	NA	NA	NA	NA	FALSE	Zm00004b033456	One-to-One	mRNA	no_change	NA
Zm00001d047262	2	mu1049889|mu1082665	UFMu-06409|UFMu-09453	2	NA	NA	NA	NA	FALSE	Zm00004b033462	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d047265	3	mu1017295|mu1087371|mu1093700	UFMu-00647,UFMu-01838|UFMu-11038|UFMu-11220	>=3	NA	NA	NA	NA	FALSE	Zm00004b033464	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d047273	2	mu1072411|mu1082005	UFMu-02384|UFMu-09505	2	NA	NA	NA	NA	FALSE	Zm00004b033471	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d047274	1	mu1082004	UFMu-09463	1	NA	NA	NA	NA	FALSE	Zm00004b033472	One-to-One	mRNA	high	frameshift_variant
Zm00001d047275	1	mu1031998	UFMu-02789	1	NA	NA	NA	NA	FALSE	Zm00004b033473	One-to-One	mRNA	low	splice_region_variant
Zm00001d047285	1	mu1050690	UFMu-06508	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d047289	1	mu1035856	UFMu-03307	1	NA	NA	NA	NA	FALSE	Zm00004b033483	One-to-One	mRNA	low	synonymous_variant
Zm00001d047290	3	mu1010054|mu1061261|mu1069938	UFMu-01061|UFMu-07949|UFMu-08694,UFMu-11275	>=3	NA	NA	NA	NA	FALSE	Zm00004b033484	One-to-One	mRNA	no_change	NA
Zm00001d047293	1	mu1042144	UFMu-04889	1	NA	NA	NA	NA	FALSE	Zm00004b033486	One-to-One	mRNA	no_change	NA
Zm00001d047306	4	mu1016558|mu1028516|mu1028516|mu1095552	UFMu-01723|UFMu-01129|UFMu-07796|UFMu-11204	>=3	NA	NA	NA	NA	FALSE	Zm00004b033494	One-to-One	mRNA	moderate	missense_variant
Zm00001d047309	1	mu1042143	UFMu-04895	1	WRKY	121	109	109/121	TRUE	Zm00004b033497	One-to-One	mRNA	modifier	intron_variant
Zm00001d047310	3	mu1040183|mu1050689|mu1082666	UFMu-04081|UFMu-06248|UFMu-09492	>=3	NA	NA	NA	NA	FALSE	Zm00004b033498	One-to-One	mRNA	modifier	intron_variant
Zm00001d047311	1	mu1080152	UFMu-08883	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d047324	5	mu1016561|mu1040185|mu1054675|mu1093705|mu1093706	UFMu-01411|UFMu-02648|UFMu-06581|UFMu-11369|UFMu-13193	>=3	NA	NA	NA	NA	FALSE	Zm00004b033504	One-to-One	mRNA	moderate	missense_variant
Zm00001d047326	1	mu1068776	UFMu-08359	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	missense_variant
Zm00001d047327	1	mu1068776	UFMu-08359	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d047335	4	mu1054676|mu1058098|mu1058099|mu1069940	UFMu-06552|UFMu-07367|UFMu-07367|UFMu-08325	>=3	NA	NA	NA	NA	FALSE	Zm00004b033512	One-to-One	mRNA	moderate	missense_variant
Zm00001d047340	3	mu1054677|mu1054678|mu1078857	UFMu-06549|UFMu-06686|UFMu-08846	>=3	NA	NA	NA	NA	FALSE	Zm00004b033516	One-to-One	mRNA	non-syntenic	frameshift_variant
Zm00001d047349	1	mu1095553	UFMu-12337	1	NA	NA	NA	NA	FALSE	Zm00004b033522	One-to-One	mRNA	moderate	missense_variant
Zm00001d047354	1	mu1069941	UFMu-08454	1	NA	NA	NA	NA	FALSE	Zm00004b033527	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d047362	3	mu1007067|mu1018112|mu1049896	UFMu-00436|UFMu-00657|UFMu-06526	>=3	NA	NA	NA	NA	FALSE	Zm00004b033532	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d047364	4	mu1041906|mu1054681|mu1087377|mu1093709	UFMu-04654|UFMu-06571|UFMu-10967|UFMu-13982	>=3	NA	NA	NA	NA	FALSE	Zm00004b033534	One-to-One	mRNA	moderate	missense_variant
Zm00001d047366	1	mu1078858	UFMu-09294	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	splice_acceptor_variant
Zm00001d047367	7	mu1040187|mu1047959|mu1047959|mu1049897|mu1072414|mu1078859|mu1087378	UFMu-03696,UFMu-05975|UFMu-06249|UFMu-10378|UFMu-06504|UFMu-01938|UFMu-08992|UFMu-10681	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d047373	3	mu1046047|mu1073080|mu1082009	UFMu-05697|UFMu-03329,UFMu-05697|UFMu-09468	>=3	NA	NA	NA	NA	FALSE	Zm00004b033540	One-to-One	mRNA	moderate	missense_variant
Zm00001d047378	1	mu1020019	UFMu-01180	1	NA	NA	NA	NA	FALSE	Zm00004b033543	One-to-One	mRNA	moderate	missense_variant
Zm00001d047382	3	mu1035415|mu1049901|mu1061266	UFMu-03521|UFMu-06492|UFMu-08206	>=3	NA	NA	NA	NA	FALSE	Zm00004b033545	One-to-One	mRNA	low	splice_region_variant
Zm00001d047384	1	mu1018372	UFMu-01155	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	transcript_ablation
Zm00001d047385	4	mu1024051|mu1078863|mu1082668|mu1084268	UFMu-06436|UFMu-09307|UFMu-09540|UFMu-10531	>=3	NA	NA	NA	NA	FALSE	Zm00004b033546	One-to-One	mRNA	moderate	missense_variant
Zm00001d047388	4	mu1016568|mu1016568|mu1054682|mu1093710	UFMu-02145,UFMu-12600|UFMu-06927|UFMu-06927|UFMu-12022	>=3	NA	NA	NA	NA	FALSE	Zm00004b033547	One-to-One	mRNA	moderate	missense_variant
Zm00001d047392	1	mu1022275	UFMu-02240,UFMu-03694,UFMu-04236,UFMu-06509	1	NA	NA	NA	NA	FALSE	Zm00004b033551,Zm00004b033552	Many-to-Many,Many-to-One	mRNA	non-syntenic	missense_variant
Zm00001d047395	1	mu1073822	UFMu-03851,UFMu-04265	1	NA	NA	NA	NA	FALSE	Zm00004b033552	One-to-Many	mRNA	non-syntenic	frameshift_variant
Zm00001d047396	2	mu1049903|mu1054684	UFMu-06480|UFMu-06941	2	NA	NA	NA	NA	FALSE	Zm00004b033553	One-to-One	mRNA	low	synonymous_variant
Zm00001d047397	3	mu1046048|mu1050354|mu1058103	UFMu-05786|UFMu-06496|UFMu-07183	>=3	NA	NA	NA	NA	FALSE	Zm00004b033554	One-to-One	mRNA	moderate	missense_variant
Zm00001d047401	3	mu1054685|mu1058104|mu1070605	UFMu-06704|UFMu-07612|UFMu-02510	>=3	NA	NA	NA	NA	FALSE	Zm00004b033558	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d047402	7	mu1008942|mu1032936|mu1069943|mu1084269|mu1087380|mu1095555|mu1095556	UFMu-00166,UFMu-06467|UFMu-02834|UFMu-04174,UFMu-08569|UFMu-09992|UFMu-10870|UFMu-11468|UFMu-13193	>=3	NA	NA	NA	NA	FALSE	Zm00004b033560	One-to-One	mRNA	moderate	missense_variant
Zm00001d047403	4	mu1007754|mu1007754|mu1030518|mu1078866	UFMu-00527,UFMu-04961|UFMu-07331|UFMu-02900,UFMu-03175,UFMu-04497,UFMu-06801,UFMu-10103,UFMu-10689|UFMu-09290	>=3	NA	NA	NA	NA	FALSE	Zm00004b033561	One-to-One	mRNA	low	splice_region_variant
Zm00001d047404	4	mu1011258|mu1011258|mu1069944|mu1084270	UFMu-00951,UFMu-03711|UFMu-10936|UFMu-08330|UFMu-09994,UFMu-11963	>=3	NA	NA	NA	NA	FALSE	Zm00004b033562	One-to-Many	mRNA	non-syntenic	NA
Zm00001d047412	2	mu1040189|mu1093711	UFMu-03911|UFMu-11934	2	NA	NA	NA	NA	FALSE	Zm00004b033566	One-to-One	mRNA	high	frameshift_variant
Zm00001d047421	1	mu1022119	UFMu-02420	1	GeBP	20	18	18/20	TRUE	Zm00004b033573	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d047422	4	mu1072085|mu1072415|mu1080154|mu1084271	UFMu-02112|UFMu-01984|UFMu-09012|UFMu-09995	>=3	NA	NA	NA	NA	FALSE	Zm00004b033574	One-to-One	mRNA	high	splice_donor_variant
Zm00001d047426	4	mu1058110|mu1058111|mu1061269|mu1071533	UFMu-07523|UFMu-07523,UFMu-08224|UFMu-08096|UFMu-02510	>=3	NA	NA	NA	NA	FALSE	Zm00004b033580	One-to-One	mRNA	moderate	missense_variant
Zm00001d047427	3	mu1054686|mu1074092|mu1078868	UFMu-06692|UFMu-04614|UFMu-09034	>=3	NA	NA	NA	NA	FALSE	Zm00004b033581	One-to-One	mRNA	moderate	missense_variant
Zm00001d047428	5	mu1006021|mu1031730|mu1068780|mu1069945|mu1093715	UFMu-00086|UFMu-02888|UFMu-08805|UFMu-08550|UFMu-11241	>=3	NA	NA	NA	NA	FALSE	Zm00004b033582	One-to-One	mRNA	moderate	missense_variant
Zm00001d047434	4	mu1029004|mu1031325|mu1042134|mu1061270	UFMu-02918,UFMu-03711,UFMu-07866|UFMu-02853|UFMu-05286|UFMu-08091	>=3	NA	NA	NA	NA	FALSE	Zm00004b033585	One-to-One	mRNA	moderate	missense_variant
Zm00001d047435	1	mu1078869	UFMu-09266	1	NA	NA	NA	NA	FALSE	Zm00004b033586	One-to-One	mRNA	moderate	missense_variant
Zm00001d047437	1	mu1019260	UFMu-00580	1	NA	NA	NA	NA	FALSE	Zm00004b033589	One-to-One	mRNA	low	synonymous_variant
Zm00001d047439	2	mu1030930|mu1061271	UFMu-02716|UFMu-07716	2	NA	NA	NA	NA	FALSE	Zm00004b033592	One-to-One	mRNA	moderate	missense_variant
Zm00001d047443	1	mu1084273	UFMu-10186,UFMu-11277	1	NA	NA	NA	NA	FALSE	Zm00004b033603	One-to-One	mRNA	non-syntenic	intron_variant
Zm00001d047448	1	mu1016572	UFMu-01804	1	NA	NA	NA	NA	FALSE	Zm00004b033608	One-to-One	mRNA	low	splice_region_variant
Zm00001d047451	1	mu1087382	UFMu-11062,UFMu-11164	1	NA	NA	NA	NA	FALSE	Zm00004b033610	One-to-One	mRNA	non-syntenic	stop_gained
Zm00001d047452	1	mu1073081	UFMu-03264	1	NA	NA	NA	NA	FALSE	Zm00004b033614	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d047453	1	mu1054691	UFMu-06571	1	NA	NA	NA	NA	FALSE	Zm00004b033615	One-to-One	mRNA	moderate	missense_variant
Zm00001d047455	1	mu1041909	UFMu-04332,UFMu-04806	1	NA	NA	NA	NA	FALSE	Zm00004b033618	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d047456	2	mu1029387|mu1085251	UFMu-02520,UFMu-06341|UFMu-10394	2	NA	NA	NA	NA	FALSE	Zm00004b033619	One-to-One	mRNA	moderate	missense_variant
Zm00001d047462	5	mu1024914|mu1068782|mu1074093|mu1080155|mu1093719	UFMu-04803|UFMu-08797|UFMu-04612|UFMu-09139|UFMu-13990	>=3	NA	NA	NA	NA	FALSE	Zm00004b033624	One-to-One	mRNA	moderate	missense_variant
Zm00001d047463	4	mu1014571|mu1078874|mu1093720|mu1093721	UFMu-01956|UFMu-09287|UFMu-13487|UFMu-12628	>=3	NA	NA	NA	NA	FALSE	Zm00004b033625	One-to-One	mRNA	moderate	missense_variant
Zm00001d047464	1	mu1016573	UFMu-01252,UFMu-01873	1	NA	NA	NA	NA	FALSE	Zm00004b033626	One-to-One	mRNA	no_change	NA
Zm00001d047465	6	mu1040190|mu1042133|mu1049909|mu1068783|mu1078875|mu1078876	UFMu-04174|UFMu-05290|UFMu-06523|UFMu-08817|UFMu-09101|UFMu-09239	>=3	NA	NA	NA	NA	FALSE	Zm00004b033627	One-to-One	mRNA	high	frameshift_variant
Zm00001d047466	2	mu1046050|mu1054692	UFMu-05744|UFMu-06689	2	NA	NA	NA	NA	FALSE	Zm00004b033628	One-to-One	mRNA	moderate	missense_variant
Zm00001d047468	1	mu1084274	UFMu-10378	1	NA	NA	NA	NA	FALSE	Zm00004b033630	One-to-One	mRNA	moderate	missense_variant
Zm00001d047470	6	mu1003130|mu1023476|mu1046021|mu1049855|mu1051449|mu1054637	UFMu-00357|UFMu-02338|UFMu-05892|UFMu-06404|UFMu-06514|UFMu-06562	>=3	NA	NA	NA	NA	FALSE	Zm00004b033634	One-to-One	mRNA	high	frameshift_variant
Zm00001d047472	1	mu1050688	UFMu-06269	1	NA	NA	NA	NA	FALSE	Zm00004b033638	One-to-One	mRNA	moderate	missense_variant
Zm00001d047474	1	mu1084275	UFMu-10508	1	NA	NA	NA	NA	FALSE	Zm00004b033639	One-to-One	mRNA	high	stop_gained
Zm00001d047478	1	mu1018628	UFMu-00826	1	NA	NA	NA	NA	FALSE	Zm00004b033644	One-to-One	mRNA	moderate	missense_variant
Zm00001d047479	3	mu1017800|mu1018131|mu1018131	UFMu-00882,UFMu-02846,UFMu-03822,UFMu-05058|UFMu-00882,UFMu-03822,UFMu-05058,UFMu-05680|UFMu-10649	>=3	NA	NA	NA	NA	FALSE	Zm00004b033645	One-to-One	mRNA	high	frameshift_variant
Zm00001d047482	5	mu1029092|mu1040191|mu1040191|mu1049912|mu1069946	UFMu-02862|UFMu-03264|UFMu-11634|UFMu-06119|UFMu-08342	>=3	NA	NA	NA	NA	FALSE	Zm00004b033649	One-to-One	mRNA	moderate	missense_variant
Zm00001d047483	3	mu1029019|mu1069193|mu1072086	UFMu-02616|UFMu-08489|UFMu-02005	>=3	NA	NA	NA	NA	FALSE	Zm00004b033650	One-to-One	mRNA	moderate	missense_variant
Zm00001d047489	1	mu1016577	UFMu-01917	1	NA	NA	NA	NA	FALSE	Zm00004b033653	One-to-One	mRNA	no_change	NA
Zm00001d047491	3	mu1046052|mu1082016|mu1088167	UFMu-05579|UFMu-09682|UFMu-10875	>=3	NA	NA	NA	NA	FALSE	Zm00004b033654	One-to-One	mRNA	no_change	NA
Zm00001d047492	2	mu1058120|mu1078881	UFMu-07295|UFMu-09058	2	NA	NA	NA	NA	FALSE	Zm00004b033655	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d047494	1	mu1049914	UFMu-06514	1	NA	NA	NA	NA	FALSE	Zm00004b033656	One-to-One	mRNA	high	frameshift_variant
Zm00001d047497	2	mu1050352|mu1061275	UFMu-06470,UFMu-07533|UFMu-07907	2	NA	NA	NA	NA	FALSE	Zm00004b033659	One-to-One	mRNA	low	synonymous_variant
Zm00001d047498	1	mu1072088	UFMu-01984	1	NA	NA	NA	NA	FALSE	Zm00004b033660	One-to-One	mRNA	low	splice_region_variant
Zm00001d047501	7	mu1004198|mu1016578|mu1032849|mu1040193|mu1068787|mu1080158|mu1087384	UFMu-00085|UFMu-03741,UFMu-04804,UFMu-06586|UFMu-03023|UFMu-03240|UFMu-08676|UFMu-09264|UFMu-10674	>=3	NA	NA	NA	NA	FALSE	Zm00004b033664	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d047502	1	mu1040194	UFMu-04041	1	NA	NA	NA	NA	FALSE	Zm00004b033665	One-to-One	mRNA	high	splice_donor_variant
Zm00001d047504	3	mu1029741|mu1082018|mu1093730	UFMu-02857|UFMu-09463|UFMu-13661	>=3	NA	NA	NA	NA	FALSE	Zm00004b033669	One-to-One	mRNA	moderate	missense_variant
Zm00001d047506	5	mu1049917|mu1073823|mu1074569|mu1084277|mu1093731	UFMu-06161|UFMu-04373|UFMu-03656|UFMu-10378|UFMu-12278	>=3	NA	NA	NA	NA	FALSE	Zm00004b033671	One-to-One	mRNA	modifier	intron_variant
Zm00001d047516	4	mu1093732|mu1093733|mu1093734|mu1093735	UFMu-11923|UFMu-13494|UFMu-12039|UFMu-12786	>=3	NA	NA	NA	NA	FALSE	Zm00004b033679	One-to-One	mRNA	moderate	missense_variant
Zm00001d047517	3	mu1022395|mu1049918|mu1078883	UFMu-01977|UFMu-05995|UFMu-09139	>=3	NA	NA	NA	NA	FALSE	Zm00004b033680	One-to-One	mRNA	moderate	missense_variant
Zm00001d047518	1	mu1080159	UFMu-09177	1	NA	NA	NA	NA	FALSE	Zm00004b033681	One-to-One	mRNA	modifier	intron_variant
Zm00001d047519	3	mu1007307|mu1040196|mu1058122	UFMu-00215|UFMu-03659|UFMu-07374	>=3	bZIP	128	112	112/128	TRUE	Zm00004b033682	One-to-One	mRNA	modifier	intron_variant
Zm00001d047522	5	mu1016579|mu1049920|mu1054696|mu1054697|mu1093737	UFMu-02048|UFMu-06492|UFMu-06691|UFMu-06545|UFMu-11766	>=3	NA	NA	NA	NA	FALSE	Zm00004b033685	One-to-One	mRNA	moderate	missense_variant
Zm00001d047528	4	mu1007079|mu1025940|mu1087388|mu1093738	UFMu-00242|UFMu-11974|UFMu-10587|UFMu-11274	>=3	NA	NA	NA	NA	FALSE	Zm00004b033692	One-to-One	mRNA	moderate	missense_variant
Zm00001d047531	2	mu1018524|mu1046055	UFMu-00767|UFMu-05917	2	NA	NA	NA	NA	FALSE	Zm00004b033693	One-to-One	mRNA	moderate	missense_variant
Zm00001d047533	3	mu1033572|mu1068788|mu1082226	UFMu-03389|UFMu-08555|UFMu-09759	>=3	NA	NA	NA	NA	FALSE	Zm00004b033695	One-to-One	mRNA	moderate	missense_variant
Zm00001d047534	3	mu1058124|mu1058124|mu1087389	UFMu-07437|UFMu-10066|UFMu-10575	>=3	NA	NA	NA	NA	FALSE	Zm00004b033697	One-to-One	mRNA	moderate	missense_variant
Zm00001d047536	4	mu1040197|mu1054698|mu1058127|mu1068790	UFMu-04052|UFMu-06842|UFMu-07225|UFMu-08751	>=3	NA	NA	NA	NA	FALSE	Zm00004b033701	One-to-One	mRNA	moderate	missense_variant
Zm00001d047537	8	mu1016580|mu1016580|mu1016580|mu1019122|mu1049922|mu1068791|mu1078886|mu1088170	UFMu-00726,UFMu-01241|UFMu-06275|UFMu-10550|UFMu-00755|UFMu-06275|UFMu-08630|UFMu-09400|UFMu-10992	>=3	NA	NA	NA	NA	FALSE	Zm00004b033702	One-to-One	mRNA	low	synonymous_variant
Zm00001d047538	4	mu1040198|mu1046056|mu1088171|mu1093741	UFMu-03224|UFMu-05764|UFMu-10568|UFMu-14004	>=3	NA	NA	NA	NA	FALSE	Zm00004b033703	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d047539	9	mu1008004|mu1009805|mu1021234|mu1046058|mu1046058|mu1058128|mu1071538|mu1082253|mu1084278	UFMu-00436|UFMu-00436|UFMu-01661|UFMu-05756|UFMu-07597|UFMu-07409|UFMu-02559|UFMu-09516|UFMu-10448	>=3	NA	NA	NA	NA	FALSE	Zm00004b033704	One-to-One	mRNA	high	frameshift_variant
Zm00001d047547	3	mu1013885|mu1058130|mu1073086	UFMu-01333|UFMu-07137|UFMu-03295	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d047548	1	mu1061279	UFMu-07994	1	NA	NA	NA	NA	FALSE	Zm00004b033707,Zm00004b033709	Many-to-Many	mRNA	low	synonymous_variant
Zm00001d047553	1	mu1061279	UFMu-07994	1	NA	NA	NA	NA	FALSE	Zm00004b033707,Zm00004b033709	Many-to-Many	mRNA	no_change	NA
Zm00001d047554	4	mu1018083|mu1049924|mu1058131|mu1082022	UFMu-00739|UFMu-06493|UFMu-07532|UFMu-09469	>=3	NAC	126	106	106/126	TRUE	Zm00004b033710	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d047558	5	mu1054699|mu1069951|mu1082672|mu1084279|mu1087392	UFMu-06830|UFMu-08301|UFMu-09903|UFMu-10403|UFMu-11117	>=3	NA	NA	NA	NA	FALSE	Zm00004b033713	One-to-One	mRNA	moderate	missense_variant
Zm00001d047560	6	mu1018929|mu1019509|mu1046059|mu1061282|mu1071539|mu1078889	UFMu-00818|UFMu-01038|UFMu-05735|UFMu-07844|UFMu-03022|UFMu-09356	>=3	NA	NA	NA	NA	FALSE	Zm00004b033715	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d047562	1	mu1016587	UFMu-02316,UFMu-03218	1	NA	NA	NA	NA	FALSE	Zm00004b033716	One-to-One	mRNA	moderate	missense_variant
Zm00001d047563	2	mu1007168|mu1042129	UFMu-00469|UFMu-05170	2	EIL	9	8	8/9	TRUE	Zm00004b033717	One-to-One	mRNA	moderate	missense_variant
Zm00001d047570	6	mu1008089|mu1054703|mu1078891|mu1082023|mu1088172|mu1095563	UFMu-00502|UFMu-06955|UFMu-09182|UFMu-09465|UFMu-10882|UFMu-12883	>=3	NA	NA	NA	NA	FALSE	Zm00004b033722	One-to-One	mRNA	low	synonymous_variant
Zm00001d047573	3	mu1049925|mu1061283|mu1087394	UFMu-06290|UFMu-07885|UFMu-10586	>=3	NA	NA	NA	NA	FALSE	Zm00004b033724	One-to-One	mRNA	no_change	NA
Zm00001d047574	5	mu1022433|mu1030365|mu1042127|mu1049927|mu1093746	UFMu-01886|UFMu-02682|UFMu-05008|UFMu-06503|UFMu-11958	>=3	WRKY	121	110	110/121	TRUE	Zm00004b033725,Zm00004b033726	Many-to-One	mRNA	modifier	intron_variant
Zm00001d047579	1	mu1078893	UFMu-09270	1	MYB	163	145	145/163	TRUE	Zm00004b033730	One-to-One	mRNA	moderate	missense_variant
Zm00001d047581	1	mu1022979	UFMu-01932	1	NA	NA	NA	NA	FALSE	Zm00004b033731	One-to-One	mRNA	high	stop_gained
Zm00001d047583	3	mu1032018|mu1049929|mu1071540	UFMu-02730|UFMu-06519|UFMu-02730	>=3	NA	NA	NA	NA	FALSE	Zm00004b033733	One-to-One	mRNA	non-syntenic	exon_loss_variant
Zm00001d047584	1	mu1068795	UFMu-08429	1	NA	NA	NA	NA	FALSE	Zm00004b033734	One-to-One	mRNA	moderate	missense_variant
Zm00001d047592	3	mu1078894|mu1087397|mu1093747	UFMu-09307,UFMu-11067|UFMu-10580|UFMu-11353	>=3	NA	NA	NA	NA	FALSE	Zm00004b033739	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d047594	3	mu1034161|mu1046060|mu1095564	UFMu-03237,UFMu-04312,UFMu-04889,UFMu-05589|UFMu-05790|UFMu-13539	>=3	NA	NA	NA	NA	FALSE	Zm00004b033741	One-to-One	mRNA	low	splice_region_variant
Zm00001d047601	1	mu1078895	UFMu-09153	1	NA	NA	NA	NA	FALSE	Zm00004b033748	One-to-One	mRNA	moderate	missense_variant
Zm00001d047602	1	mu1049900	UFMu-06266	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d047603	3	mu1042123|mu1042123|mu1042123	UFMu-05092,UFMu-09891|UFMu-05882|UFMu-06940,UFMu-12497	>=3	NA	NA	NA	NA	FALSE	Zm00004b033751	One-to-One	mRNA	moderate	missense_variant
Zm00001d047607	1	mu1019474	UFMu-00657	1	NA	NA	NA	NA	FALSE	Zm00004b033752	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d047608	2	mu1009010|mu1058138	UFMu-00076,UFMu-02899,UFMu-04708,UFMu-06689|UFMu-07508,UFMu-07906	2	NA	NA	NA	NA	FALSE	Zm00004b033753	One-to-One	mRNA	non-syntenic	splice_region_variant
Zm00001d047612	3	mu1004981|mu1023363|mu1080162	UFMu-00123|UFMu-01858|UFMu-09368	>=3	NA	NA	NA	NA	FALSE	Zm00004b033754	One-to-One	mRNA	moderate	missense_variant
Zm00001d047614	1	mu1049930	UFMu-06291	1	NA	NA	NA	NA	FALSE	Zm00004b033755	One-to-One	mRNA	moderate	missense_variant
Zm00001d047615	1	mu1084283	UFMu-10376	1	NA	NA	NA	NA	FALSE	Zm00004b033756	One-to-One	mRNA	modifier	intron_variant
Zm00001d047617	2	mu1068797|mu1072091	UFMu-08676|UFMu-01864	2	NA	NA	NA	NA	FALSE	Zm00004b033758	One-to-One	mRNA	moderate	missense_variant
Zm00001d047618	1	mu1082027	UFMu-09498	1	NA	NA	NA	NA	FALSE	Zm00004b033759	One-to-One	mRNA	moderate	missense_variant
Zm00001d047632	4	mu1049933|mu1050350|mu1074095|mu1093749	UFMu-06341|UFMu-06453|UFMu-04548|UFMu-13543	>=3	NA	NA	NA	NA	FALSE	Zm00004b033767	One-to-One	mRNA	moderate	missense_variant
