gid	gid_v3	symbol	note
Zm00001d043902	GRMZM2G080583	thx17	Trihelix-transcription factor 17
Zm00001d043904	GRMZM2G327189	dof4	C2C2-Dof-transcription factor 4
Zm00001d043908	GRMZM5G848942	bzip19	bZIP-transcription factor 19
Zm00001d043909	GRMZM5G804976	ms39	male sterile39
Zm00001d043915	GRMZM2G159357	hb99	Homeobox-transcription factor 99
Zm00001d043921	GRMZM2G058518	nactf82	NAC-transcription factor 82
Zm00001d043922	GRMZM2G437460	arftf12	ARF-transcription factor 12
Zm00001d043937	GRMZM2G031882	wox9b	WUSCHEL related homeobox 9b
Zm00001d043941	GRMZM5G816356	IDP546	NA
Zm00001d043946	GRMZM2G024247	hmg4	HMG-transcription factor 4
Zm00001d043950	GRMZM2G151763	wrky95	WRKY-transcription factor 95
Zm00001d043954	GRMZM2G122335	mpk18	MAP kinase18
Zm00001d043968	GRMZM2G121753	mybr89	MYB-related-transcription factor 89
Zm00001d043969	GRMZM2G123909	gata35	C2C2-GATA-transcription factor 35
Zm00001d043986	GRMZM2G152686	pco139502b	NA
Zm00001d043988	GRMZM2G453805	chn1	chitinase chem5
Zm00001d043991	GRMZM2G070360	dba2	DNA binding activity2
Zm00001d043992	GRMZM2G117851	bzip1	bZIP transcription factor1
Zm00001d043998	GRMZM5G814314	csu456(uce)	NA
Zm00001d044004	GRMZM2G160971	ereb208	AP2-EREBP-transcription factor 208
Zm00001d044010	GRMZM2G408462	wrky74	WRKY-transcription factor 74
Zm00001d044015	GRMZM2G122228	prh8	protein phosphatase homolog8
Zm00001d044016	GRMZM5G861300	umc2081	NA
Zm00001d044024	GRMZM2G330302	umi8	ustilago maydis induced8
Zm00001d044026	GRMZM5G831142	umc1320	NA
Zm00001d044027	AC194056.3_FG008	vq21	VQ motif-transcription factor21
Zm00001d044033	GRMZM2G004183	AY109934	NA
Zm00001d044037	GRMZM2G047298	umc1273	NA
Zm00001d044042	GRMZM2G466833	mdh3	malate dehydrogenase3
Zm00001d044045	GRMZM2G087150	TIDP2878	NA
Zm00001d044048	GRMZM2G104226	BE639338	NA
Zm00001d044054	NA	TIDP3014	NA
Zm00001d044056	GRMZM2G022915	kch1	potassium channel 1
Zm00001d044065	GRMZM2G001426	gras46	GRAS-transcription factor 46
Zm00001d044069	GRMZM2G025222	spi1	sparse inflorescence1
Zm00001d044074	GRMZM2G157927	c3h21	C3H-transcription factor 321
Zm00001d044075	GRMZM2G458052	Zm00001d044075	NA
Zm00001d044081	GRMZM2G126239	hb46	Homeobox-transcription factor 46
Zm00001d044083	GRMZM2G126260	pin10	PIN-formed protein10
Zm00001d044091	GRMZM2G088299	mkkk55	MAP kinase kinase kinase55
Zm00001d044095	GRMZM2G348512	cah3	carbonic anhydrase3
Zm00001d044096	GRMZM2G348512	cah2	carbonic anhydrase2
Zm00001d044099	GRMZM2G121878	cah1	carbonic anhydrase1
Zm00001d044107	GRMZM2G143328	myb53	MYB-transcription factor 53
Zm00001d044117	GRMZM2G150260	mybr41	MYB-related-transcription factor 41
Zm00001d044118	GRMZM2G451116	mybr39	MYB-related-transcription factor 39
Zm00001d044122	GRMZM2G026930	a1	anthocyaninless1
Zm00001d044124	GRMZM2G114048	yz1	polypeptide: yz1
Zm00001d044127	GRMZM2G160032	x1	putative transcription factor
Zm00001d044129	GRMZM2G429899	sh2	shrunken2
Zm00001d044130	GRMZM2G130358	AY110540	NA
Zm00001d044136	GRMZM2G065203	gpat8	glycerol-3-phosphate acyltransferase8
Zm00001d044138	GRMZM2G105604	sum1	siroheme uroporphyrinogen methyltransferase1
Zm00001d044142	GRMZM2G364528	csu845	NA
Zm00001d044153	GRMZM2G370745	cyp10	cytochrome P450 10
Zm00001d044159	GRMZM2G129860	cyp11	cytochrome P450 11
Zm00001d044162	AC198725.4_FG009	wrky64	WRKY-transcription factor 64
Zm00001d044167	AC198725.4_FG004	ofp19	OVATE-transcription factor 19
Zm00001d044168	GRMZM2G089525	hsftf23	HSF-transcription factor 23
Zm00001d044171	GRMZM2G105140	wrky123	WRKY-transcription factor 123
Zm00001d044172	GRMZM2G105019	srph1	SGT1 disease resistance protein homolog1
Zm00001d044182	GRMZM2G011401	tmm1	too many mouths-like1
Zm00001d044184	GRMZM2G041015	phm3342	NA
Zm00001d044193	GRMZM2G057853	IDP351	NA
Zm00001d044194	GRMZM2G057955	mybr97	MYB-related-transcription factor 97
Zm00001d044216	GRMZM2G114444	bhlh166	bHLH-transcription factor 166
Zm00001d044220	GRMZM2G114315	cenpc1	centromere protein C 1
Zm00001d044228	GRMZM2G074097	thi2	thiamine biosynthesis2
Zm00001d044232	GRMZM2G045275	pco135758	NA
Zm00001d044242	GRMZM2G081816	bhlh25	bHLH-transcription factor 25
Zm00001d044247	GRMZM2G079089	trh3	thioredoxin h homolog3
Zm00001d044254	GRMZM2G061695	gar1	gibberellin responsive1
Zm00001d044259	GRMZM2G005815	hsftf3	HSF-transcription factor 3
Zm00001d044260	GRMZM2G306357	c3h2	C3H-transcription factor 32
Zm00001d044261	GRMZM2G177693	umc2152	NA
Zm00001d044266	GRMZM2G463032	IDP284	NA
Zm00001d044272	GRMZM5G849600	bhlh94	bHLH-transcription factor 94
Zm00001d044278	GRMZM2G123089	rad51c	recombination protein51 gene c
Zm00001d044283	GRMZM2G117685	umc1813	NA
Zm00001d044285	GRMZM2G116584	cbl10	calcineurin B-like10
Zm00001d044287	GRMZM2G116135	csu36c(rpL19)	NA
Zm00001d044301	GRMZM2G134628	prh13	protein phosphatase homolog13
Zm00001d044303	AC155377.1_FG001	myo1	myosin1
Zm00001d044307	AC217499.3_FG001	TIDP3322	NA
Zm00001d044311	GRMZM2G443202	mybr110	MYB-related-transcription factor 110
Zm00001d044315	GRMZM2G354384	wrky7	WRKY-transcription factor 7
Zm00001d044324	GRMZM2G028037	pza03391	NA
Zm00001d044327	GRMZM2G059392	GRMZM2G059392	NA
Zm00001d044328	GRMZM2G087628	rlsb1	rbcl rna s1-binding domain protein1
Zm00001d044329	GRMZM2G087769	bnlg1754	NA
Zm00001d044330	GRMZM2G087817	mybr6	MYB-related-transcription factor 6
Zm00001d044332	GRMZM2G019386	IDP624	NA
Zm00001d044339	GRMZM2G071021	aldh3	aldehyde dehydrogenase3
Zm00001d044340	GRMZM2G097706	aldh5	aldehyde dehydrogenase5
Zm00001d044355	GRMZM2G111123	abi48	ABI3-VP1-transcription factor 48
Zm00001d044357	GRMZM2G150823	ofp20	OVATE-transcription factor 20
Zm00001d044365	GRMZM2G033867	npi457	NA
Zm00001d044368	GRMZM2G333775	hagtf16	GNAT-transcription factor 16
Zm00001d044374	GRMZM2G122762	AY110567	NA
Zm00001d044389	GRMZM2G041729	cbl5	calcineurin B-like5
Zm00001d044394	GRMZM2G034943	IDP427	NA
Zm00001d044395	GRMZM2G035134	TIDP3606	NA
Zm00001d044396	GRMZM2G120619	IDP518	NA
Zm00001d044399	GRMZM2G104549	lhcb1	light harvesting chlorophyll a/b binding protein1
Zm00001d044409	GRMZM2G071977	mybr17	MYB-related-transcription factor 17
Zm00001d044415	GRMZM2G157574	et1	etched1
Zm00001d044421	GRMZM2G157675	sweet6a	sugars will eventually be exported transporter6a
Zm00001d044429	GRMZM5G812270	TIDP3422	NA
Zm00001d044433	GRMZM2G361398	lug1	leunig-related1
Zm00001d044446	GRMZM2G137961	hagtf17	GNAT-transcription factor 17
Zm00001d044464	GRMZM2G002578	pza00316	NA
Zm00001d044469	GRMZM2G049866	IDP494	NA
Zm00001d044475	GRMZM2G094428	IDP253	NA
Zm00001d044478	GRMZM2G061681	pza01360	NA
Zm00001d044481	GRMZM2G422205	c3h22	C3H-transcription factor 322
Zm00001d044490	GRMZM2G369931	pza02182	NA
Zm00001d044495	GRMZM2G093032	see2b	senescence enhanced2b
Zm00001d044510	GRMZM2G078826	IDP1480	NA
Zm00001d044519	GRMZM2G071322	nlp10	NLP-transcription factor 10
Zm00001d044520	GRMZM5G832362	abil1	abelson interactor1-like protein1
Zm00001d044528	GRMZM2G064031	umc1641	NA
Zm00001d044529	GRMZM2G064091	npf7	nitrate transporter/peptide transporter family7
Zm00001d044533	GRMZM2G011592	cax3	calcium exchanger3
Zm00001d044538	GRMZM2G064744	myb27	MYB-transcription factor 27
Zm00001d044540	GRMZM2G066101	mcm4	minichromosome maintenance4
Zm00001d044546	GRMZM2G368491	bzip21	bZIP-transcription factor 21
Zm00001d044552	GRMZM2G036050	IDP798	NA
Zm00001d044585	GRMZM2G004927	pme31	pectin methylesterase31
Zm00001d044599	GRMZM2G001457	phot1	blue-light receptor phototropin 1
Zm00001d044608	GRMZM2G093175	asn2	asparagine synthetase2
Zm00001d044615	GRMZM2G467086	rpl10	ribosomal protein L10 homolog
Zm00001d044629	GRMZM2G109618	dmc1	disrupted meiotic cDNA homolog1
Zm00001d044644	GRMZM2G181081	TIDP9234	NA
Zm00001d044646	GRMZM2G005849	gfa1	glucosamine fructose-6-phosphate aminotransferase1
Zm00001d044662	GRMZM2G353076	zhd9	ZF-HD-transcription factor 9
Zm00001d044666	GRMZM2G177895	fha9	FHA-transcription factor 9
Zm00001d044667	GRMZM2G044004	c3h48	C3H-transcription factor 348
Zm00001d044672	GRMZM2G495626	cdc3	cell division control protein homolog3
Zm00001d044673	GRMZM5G899349	cyp1	cytochrome P450 homolog1
Zm00001d044676	GRMZM2G361376	abi15	ABI3-VP1-transcription factor 15
Zm00001d044680	AC194362.3_FG003	wrky5	WRKY-transcription factor 5
Zm00001d044682	GRMZM2G501775	wrky4	WRKY-transcription factor 4
Zm00001d044683	GRMZM2G175076	IDP158	NA
Zm00001d044685	GRMZM2G107839	umc1594	NA
Zm00001d044686	GRMZM2G010868	plt2	phospholipid transfer protein homolog2
Zm00001d044693	GRMZM2G000660	pza02423	NA
Zm00001d044705	GRMZM2G092008	pebp1	phosphatidylethanolamine-binding protein1
Zm00001d044707	GRMZM2G327263	zim17	ZIM-transcription factor 17
Zm00001d044747	GRMZM2G027392	IDP694	NA
Zm00001d044748	GRMZM2G027627	AY112355	NA
Zm00001d044757	GRMZM5G811223	IDP1637	NA
Zm00001d044785	GRMZM2G026833	glk1	G2-like1
Zm00001d044802	GRMZM2G102946	rop5	Rho-related protein from plants 5
Zm00001d044806	GRMZM2G136831	umc109	NA
Zm00001d044812	GRMZM2G098643	pin1	PIN-formed protein1
Zm00001d044816	GRMZM2G110832	IDP844	NA
Zm00001d044818	GRMZM2G435290	iaa40	Aux/IAA-transcription factor 40
Zm00001d044822	GRMZM2G465053	dmp1	DUF679 domain membrane protein1
Zm00001d044825	GRMZM2G392306	nlp14	NLP-transcription factor 14
Zm00001d044826	GRMZM2G081239	nip2c	NOD26-like membrane intrinsic protein2
Zm00001d044831	GRMZM2G124288	pco127498b	NA
Zm00001d044833	GRMZM2G124276	bnlg2122	NA
Zm00001d044836	GRMZM2G113888	tcptf9	TCP-transcription factor 9
Zm00001d044839	GRMZM5G878346	umc1867	NA
Zm00001d044850	GRMZM2G152415	mads60	MADS-transcription factor 60
Zm00001d044854	GRMZM2G080354	trpp11	trehalose-6-phosphate phosphatase11
Zm00001d044857	GRMZM5G852704	ereb31	AP2-EREBP-transcription factor 31
Zm00001d044899	GRMZM5G814279	mads74	MADS-transcription factor 74
Zm00001d044903	GRMZM2G017257	pco131850	NA
Zm00001d044906	GRMZM2G000236	opr2	12-oxo-phytodienoic acid reductase2
Zm00001d044908	GRMZM2G106303	opr1	12-oxo-phytodienoic acid reductase1
Zm00001d044916	GRMZM2G120302	aap1	acylaminoacyl-peptidase1
Zm00001d044922	GRMZM2G152177	IDP760	NA
Zm00001d044925	GRMZM2G480850	IDP111	NA
Zm00001d044927	GRMZM2G343769	cki7	cyclin-dependent kinase inhibitor7
Zm00001d044939	GRMZM2G150656	ufg41	NA
Zm00001d044940	GRMZM2G033413	bzip100	bZIP-transcription factor 100
Zm00001d044943	GRMZM2G403740	dogt1	deoxynivalenol-glucosyltransferase1
Zm00001d044953	GRMZM2G066373	gbptf4	GeBP-transcription factor 4
Zm00001d044971	GRMZM2G142072	pza00285	NA
Zm00001d044975	GRMZM2G005066	c1	colored aleurone1
Zm00001d045014	GRMZM2G053196	crs4a	chloroplast RNA splicing4a
Zm00001d045021	GRMZM2G127911	umc2335	NA
Zm00001d045026	GRMZM2G160005	arftf27	ARF-transcription factor 27
Zm00001d045029	GRMZM2G013607	IDP1969	NA
Zm00001d045042	GRMZM2G089713	sh1	shrunken1
Zm00001d045044	GRMZM2G171179	ereb160	AP2-EREBP-transcription factor 160
Zm00001d045046	GRMZM2G024530	ptf1	Pi starvation-induced transcription factor1
Zm00001d045048	GRMZM2G046618	pme2	pectin methylesterase2
Zm00001d045049	GRMZM2G177276	uce2	ubiquitin conjugating enzyme2
Zm00001d045051	GRMZM2G478553	znf2	Zinc finger nuclease2
Zm00001d045053	NA	rpl35a	60S ribosomal protein L35a
Zm00001d045054	GRMZM2G177098	stc1	sesquiterpene cyclase1
Zm00001d045055	GRMZM2G165390	bz1	bronze1
Zm00001d045056	GRMZM2G165433	stk1	serine threonine kinase1
Zm00001d045064	GRMZM5G834697	mkk1	mitogen-activated protein kinase1
Zm00001d045072	GRMZM2G467169	AY107496	NA
Zm00001d045080	GRMZM2G455243	orc1	origin recognition complex1
Zm00001d045089	AC215198.3_FG002	ppr2263	pentatricopeptide repeat protein2263
Zm00001d045096	GRMZM2G079306	pmpm3	proteolipid membrane potential regulator3
Zm00001d045104	GRMZM2G016323	umc1170	NA
Zm00001d045107	GRMZM2G067654	bhlh10	bHLH-transcription factor 10
Zm00001d045109	GRMZM2G409865	chr113	chromatin complex subunit A
Zm00001d045112	GRMZM2G409974	arr2	ARR-B-transcription factor 2
Zm00001d045113	GRMZM2G109720	csu471	NA
Zm00001d045118	GRMZM2G008326	IDP2364	NA
Zm00001d045120	GRMZM2G156006	ereb207	AP2-EREBP-transcription factor 207
Zm00001d045122	GRMZM2G455568	pza02344	NA
Zm00001d045128	GRMZM2G149132	dbptf3	DBP-transcription factor 3
Zm00001d045134	GRMZM2G047138	TIDP2976	NA
Zm00001d045139	GRMZM2G014240	vpp6	vacuolar proton pump6
Zm00001d045144	GRMZM2G300408	tha5	thylakoid assembly5
Zm00001d045145	GRMZM2G000423	gpm626	NA
Zm00001d045148	GRMZM2G023760	sudh8	succinate dehydrogenase8
Zm00001d045155	GRMZM2G167207	bsdtf9	BSD-transcription factor 9
Zm00001d045162	GRMZM2G402156	mybr19	MYB-related-transcription factor 19
Zm00001d045163	GRMZM2G100873	IDP2570	NA
Zm00001d045174	GRMZM2G328168	umc2336	NA
Zm00001d045183	GRMZM5G831993	TIDP3207	NA
Zm00001d045192	GRMZM2G304378	hyp1	hybrid proline-rich protein1
Zm00001d045194	GRMZM2G005080	uaz237a(prc)	NA
Zm00001d045203	GRMZM2G001799	iaa41	Aux/IAA-transcription factor 41
Zm00001d045204	GRMZM2G301860	ereb122	AP2-EREBP-transcription factor 122
Zm00001d045205	GRMZM6G331380	fbxl1	F-box domain and LRR containing protein1
Zm00001d045206	GRMZM2G099363	omt2	Caffeoyl CoA O-methyltransferase2
Zm00001d045207	GRMZM2G099324	rlk1	receptor-like protein kinase1
Zm00001d045208	GRMZM2G440198	pipf1	Ping-Pong family plant transposase1
Zm00001d045212	GRMZM2G017349	bhlh125	bHLH-transcription factor 125
Zm00001d045218	GRMZM2G014076	pdi5	protein disulfide isomerase5
Zm00001d045219	GRMZM2G160496	pin12	PIN-formed protein12
Zm00001d045231	AC197699.3_FG001	zmm3	Zea mays MADS3
Zm00001d045254	GRMZM2G063550	ufgt3	UDP-flavone-glycosyltransferase3
Zm00001d045261	GRMZM2G129451	ss1	starch synthase I
Zm00001d045262	GRMZM2G429378	ereb175	AP2-EREBP-transcription factor 175
Zm00001d045269	GRMZM2G111903	mrpa3	multidrug resistance-associated protein3
Zm00001d045283	GRMZM2G003551	wrky118	WRKY-transcription factor 118
Zm00001d045296	GRMZM5G852396	hvp1	human viral protein homolog1
Zm00001d045299	GRMZM5G800535	vq46	VQ motif-transcription factor46
Zm00001d045302	GRMZM2G052562	znod1	Zea nodulation homolog1
Zm00001d045309	GRMZM2G105909	mmp77	NA
Zm00001d045310	GRMZM2G020216	mpk2	MAP kinase2
Zm00001d045315	GRMZM2G102596	pza01272	NA
Zm00001d045321	GRMZM2G098750	dhn2	dehydrin2
Zm00001d045323	GRMZM2G028594	dbb11	double B-box zinc finger protein11
Zm00001d045327	GRMZM2G443985	cys5	cysteine synthase5
Zm00001d045340	GRMZM2G104269	cys6	cysteine synthase6
Zm00001d045341	GRMZM2G104237	cys7	cysteine synthase7
Zm00001d045344	NA	cys3	cysteine synthase3
Zm00001d045347	NA	cys8	cysteine synthase8
Zm00001d045350	GRMZM2G003289	cys4	cysteine synthase4
Zm00001d045352	GRMZM2G140051	nfa101a	nucleosome/chromatin asssembly factor A
Zm00001d045359	GRMZM2G400470	mkk2	mitogen-activated protein kinase kinase2
Zm00001d045365	GRMZM2G169709	e2f10	E2F-DP-transcription factor 210
Zm00001d045366	GRMZM2G122793	ftr1	ferredoxin-thioredoxin1
Zm00001d045375	AC193630.3_FG003	wrky39	WRKY-transcription factor 39
Zm00001d045378	GRMZM2G073982	ereb33	AP2-EREBP-transcription factor 33
Zm00001d045383	GRMZM2G173641	dxs3	deoxy xylulose synthase3
Zm00001d045387	GRMZM5G829544	fat2	fatty acyl-ACP thioesterase2
Zm00001d045389	GRMZM5G899300	bub3	budding inhibited by benzimidazoles homolog3
Zm00001d045392	GRMZM2G131421	umc1698	NA
Zm00001d045398	GRMZM2G134260	hb77	Homeobox-transcription factor 77
Zm00001d045400	GRMZM2G106276	hb4	Homeobox-transcription factor 4
Zm00001d045427	GRMZM2G072274	baf1	barren stalk fastigiate1
Zm00001d045430	NA	AY105451	NA
Zm00001d045431	GRMZM2G064302	eno1	enolase1
Zm00001d045448	GRMZM2G092296	rps22a	ribosomal protein S22 homolog
Zm00001d045450	GRMZM5G877500	eps1	enolpyruvylshikimate phosphate synthase1
Zm00001d045451	GRMZM2G033208	tk1	transketolase 1
Zm00001d045462	GRMZM2G024993	wx1	waxy1
Zm00001d045463	GRMZM2G171395	nactf86	NAC-transcription factor 86
Zm00001d045468	GRMZM2G121333	umc1634	NA
Zm00001d045470	GRMZM2G396553	umc1258	NA
Zm00001d045476	NA	TIDP9202	NA
Zm00001d045477	GRMZM2G118690	bbr4	BBR/BPC-transcription factor 4
Zm00001d045478	GRMZM2G069911	AY109570	NA
Zm00001d045479	GRMZM2G018006	acs3	1-aminocyclopropane-1-carboxylate synthase3
Zm00001d045481	GRMZM2G082855	er3	erecta-like3
Zm00001d045507	AC234164.1_FG004	gras42	GRAS-transcription factor 42
Zm00001d045517	GRMZM2G071602	umc1586	NA
Zm00001d045534	GRMZM2G119411	gpm6	NA
Zm00001d045537	GRMZM2G042323	lim101	NA
Zm00001d045539	GRMZM2G344634	TIDP3592	NA
Zm00001d045540	GRMZM2G041994	PCO061815	NA
Zm00001d045550	GRMZM2G093291	ppr6	pentatricopeptide repeat6
Zm00001d045554	GRMZM2G136838	krp2	kinesin-related protein2
Zm00001d045555	GRMZM5G847530	fdad1	false DAD1
Zm00001d045557	GRMZM5G870176	ufg71	NA
Zm00001d045559	GRMZM2G051890	TIDP2896	NA
Zm00001d045560	GRMZM2G044824	myb148	MYB-transcription factor 148
Zm00001d045563	GRMZM2G093195	d3	dwarf plant3
Zm00001d045581	GRMZM2G135052	mybr69	MYB-related-transcription factor 69
Zm00001d045583	GRMZM2G037624	IDP1681	NA
Zm00001d045589	GRMZM2G051785	gras32	GRAS-transcription factor 32
Zm00001d045600	GRMZM2G440219	nactf46	NAC-transcription factor 46
Zm00001d045601	GRMZM2G041668	nut1	necrotic upper tips1
Zm00001d045603	GRMZM2G153792	polm3	polymerase II transcription-mediator3
Zm00001d045606	GRMZM2G052389	umc2337	NA
Zm00001d045610	GRMZM2G154093	IDP248	NA
Zm00001d045616	GRMZM2G459156	nactf68	NAC-transcription factor 68
Zm00001d045617	GRMZM2G163914	nactf117	NAC-transcription factor 117
Zm00001d045629	GRMZM2G156129	phd21	PHD-transcription factor 21
Zm00001d045635	GRMZM2G472428	phm229	NA
Zm00001d045661	GRMZM2G107886	col4	C2C2-CO-like-transcription factor 4
Zm00001d045675	GRMZM2G074589	asn1	asparagine synthetase1
Zm00001d045685	GRMZM2G105364	php20075b(ext)	NA
Zm00001d045706	GRMZM2G058675	rf2	restorer of fertility2
Zm00001d045721	AC216886.3_FG002	TIDP3730	NA
Zm00001d045724	GRMZM2G065355	hsbp2	heat shock factor binding protein2
Zm00001d045728	GRMZM2G145720	bak1	brassinosteroid insensitive1-associated receptor kinase like1
Zm00001d045735	GRMZM2G405368	conz1	constans1
Zm00001d045755	GRMZM2G071613	phd27	PHD-transcription factor 27
Zm00001d045772	GRMZM2G167576	cadtfr12	CCAAT-DR1-transcription factor 12
Zm00001d045792	GRMZM2G118873	expb14	beta expansin14
Zm00001d045804	GRMZM2G013398	col6	C2C2-CO-like-transcription factor 6
Zm00001d045819	GRMZM2G133050	magi94754	NA
Zm00001d045825	GRMZM2G033029	TIDP3766	NA
Zm00001d045845	GRMZM2G070603	TIDP2769	NA
Zm00001d045861	GRMZM2G121308	expb15	beta expansin15
Zm00001d045864	GRMZM2G465169	pza03469	NA
Zm00001d045873	GRMZM2G110993	IDP2406	NA
Zm00001d045883	GRMZM2G118019	pco107884	NA
Zm00001d045887	GRMZM2G395842	c3h5	C3H-transcription factor 35
Zm00001d045889	GRMZM2G074085	magi104697	NA
Zm00001d045890	GRMZM2G374336	vq47	VQ motif-transcription factor47
Zm00001d045891	GRMZM5G849527	vq48	VQ motif-transcription factor48
Zm00001d045892	GRMZM5G864059	vq49	VQ motif-transcription factor49
Zm00001d045894	GRMZM2G082962	rz953	NA
Zm00001d045927	GRMZM2G050641	dgatii2	diacylglycerol acyltransferase-typeII2
Zm00001d045937	NA	dzs10	delta zein structural10
Zm00001d045944	GRMZM2G172152	cry3	cryptochrome3
Zm00001d045945	GRMZM2G134382	lgn1	liguleless narrow1
Zm00001d045965	GRMZM2G049811	fdh2	formate dehydrogenase2
Zm00001d045972	GRMZM2G412986	umc81	NA
Zm00001d045993	GRMZM2G100103	phs1	poor homologous synapsis1
Zm00001d046053	GRMZM2G099577	mads47	MADS-transcription factor 47
Zm00001d046096	GRMZM2G045109	bhlh34	bHLH-transcription factor 34
Zm00001d046126	GRMZM2G104074	nactf124	NAC-transcription factor 124
Zm00001d046132	GRMZM2G138370	vq50	VQ motif-transcription factor50
Zm00001d046137	AC198414.2_FG001	cle2	clavata3/esr-related2
Zm00001d046168	GRMZM2G324297	arodh4	arogenate dehydrogenase4
Zm00001d046170	GRMZM2G083841	pep1	phosphoenolpyruvate carboxylase1
Zm00001d046174	GRMZM2G333083	glk2	G2-like-transcription factor 2
Zm00001d046204	GRMZM2G173090	hsftf12	HSF-transcription factor 12
Zm00001d046207	GRMZM2G018612	cyp23	cytochrome P-450 23
Zm00001d046223	GRMZM2G076272	hb21	Homeobox-transcription factor 21
Zm00001d046226	GRMZM2G113203	mrpa1	multidrug resistance protein associated1
Zm00001d046246	GRMZM2G115721	nactf98	NAC-transcription factor 98
Zm00001d046292	GRMZM2G073047	ereb39	AP2-EREBP-transcription factor 39
Zm00001d046299	GRMZM2G118047	hsftf28	HSF-transcription factor 28
Zm00001d046300	GRMZM2G400167	pebp26	phosphatidylethanolamine-binding protein26
Zm00001d046305	GRMZM5G812774	bzr1	BZR-transcription factor 1
Zm00001d046313	GRMZM2G018619	ras11D1	ras-related protein11D1
Zm00001d046323	GRMZM2G110582	mads71	MADS-transcription factor 71
Zm00001d046334	GRMZM2G138248	cyp9	cytochrome P450 9
Zm00001d046336	GRMZM2G094497	vpp2	vacuolar proton pump2
Zm00001d046342	GRMZM2G161472	ko2	kaurene oxidase2
Zm00001d046344	GRMZM2G059308	ko1	kaurene oxidase1
Zm00001d046346	GRMZM2G340177	bhlh98	bHLH-transcription factor 98
Zm00001d046352	GRMZM2G059580	GRMZM2G059580	NA
Zm00001d046354	GRMZM2G039586	gata29	C2C2-GATA-transcription factor 29
Zm00001d046356	GRMZM2G303707	ckx9	cytokinin oxidase9
Zm00001d046364	GRMZM2G305822	pza01791	NA
Zm00001d046400	GRMZM2G174738	gpm46	NA
Zm00001d046402	GRMZM2G140355	bzip80	bZIP-transcription factor 80
Zm00001d046404	GRMZM2G463953	csu623a	NA
Zm00001d046405	GRMZM2G163641	hb87	Homeobox-transcription factor 87
Zm00001d046422	GRMZM5G852663	brc2	brassinosteroid catabolism2
Zm00001d046438	AC189879.3_FG003	ago101	argonaute101
Zm00001d046441	GRMZM2G148940	farl14	FAR1-like-transcription factor 14
Zm00001d046444	GRMZM2G022558	fae2	fatty acid elongase2
Zm00001d046449	GRMZM2G153541	elfa9	elongation factor 1-alpha9
Zm00001d046450	GRMZM2G158734	dbptf4	DBP-transcription factor 4
Zm00001d046454	GRMZM2G406603	fat1	fatty acyl thioesterase1
Zm00001d046489	GRMZM2G019586	csu193	NA
Zm00001d046492	GRMZM2G101004	elm2	elongated mesocotyl2
Zm00001d046493	GRMZM2G157936	ho3	heme oxygenase3
Zm00001d046496	GRMZM2G069169	vq51	VQ motif-transcription factor51
Zm00001d046501	NA	asg63a	NA
Zm00001d046506	GRMZM2G102858	prh21	protein phosphatase homolog21
Zm00001d046508	GRMZM2G442551	pld5	phospholipase D5
Zm00001d046510	GRMZM2G342738	umc1271	NA
Zm00001d046513	GRMZM2G097995	IDP717	NA
Zm00001d046517	GRMZM2G416652	myb122	MYB-transcription factor 122
Zm00001d046518	GRMZM2G167088	myb82	MYB-transcription factor 82
Zm00001d046519	GRMZM2G004090	myb87	MYB-transcription factor 87
